area,bbox,com,perimeter,centroid,cm_11,cm_20,cm_02,orientation,class
928,"[[424, 617], [489, 667]]","[0.8098591549295775, 0.8372395833333334]",215.0,"[0.5413727795193313, 0.505789384719405]",1029618.6282643776,1434574.029359255,814586.8179796021,0.6391762687604818,mod
2604,"[[474, 0], [561, 89]]","[0.9066901408450704, 0.06640625]",632.0,"[0.5098728568676555, 0.45644384511654784]",8644771.5584631,13927485.798747133,12348373.156845093,0.7398578155954191,mod
3123,"[[499, 1], [561, 69]]","[0.9401408450704225, 0.03515625]",299.0,"[0.5484256437832348, 0.39181350353681377]",3104013.1194432224,4640758.493404084,3319219.846496582,0.6805256916221079,mod
1931,"[[500, 93], [561, 157]]","[0.9507042253521126, 0.171875]",342.0,"[0.3662507608034084, 0.4071270338400428]",1036575.0497359115,1360488.2181114818,2197775.6518554688,-0.5934782083757966,mod
574,"[[538, 421], [561, 472]]","[0.9683098591549296, 0.5794270833333334]",278.0,"[0.4730464886251236, 0.5107566765578635]",195117.66695092432,106782.9444802621,641502.6374545633,-0.3152217464016596,mod
331,"[[545, 525], [561, 552]]","[0.9753521126760564, 0.69921875]",75.0,"[0.5048871512351164, 0.4302977988778593]",31580.552170444556,26269.93348293986,55706.85942077637,-0.5673333280443582,mod
63203,"[[261, 1], [561, 593]]","[0.8186619718309859, 0.31640625]",6138.0,"[0.6059844247341424, 0.4093623956430882]",3920906217.160175,3232208001.238996,7202815579.660187,-0.5510455937758322,mod
289,"[[408, 237], [445, 264]]","[0.7482394366197183, 0.3229166666666667]",99.0,"[0.45337825532689857, 0.4041028175976273]",41743.28284551059,97359.83188169517,44258.26052517369,0.5021454386525593,inter
1576,"[[424, 74], [493, 136]]","[0.823943661971831, 0.13671875]",272.0,"[0.6336534106350213, 0.4980523598152007]",1953371.9266340225,3359333.5283177826,1803229.2429351807,0.5958728376290818,inter
615,"[[468, 439], [507, 503]]","[0.8573943661971831, 0.61328125]",224.0,"[0.46414634146341466, 0.48677923702313947]",376699.8994071853,224534.64418952077,717332.630355835,-0.49577250930760497,inter
760,"[[104, 548], [123, 603]]","[0.198943661971831, 0.7486979166666666]",142.0,"[0.4640789473684211, 0.4848919172932331]",178064.2855597125,79967.38253818674,698877.2591010212,-0.26107217032426216,mod
684,"[[113, 623], [150, 648]]","[0.2323943661971831, 0.8255208333333334]",101.0,"[0.5079255155432442, 0.4277440395861448]",139790.87294600942,311348.8000396742,99479.66153971324,0.46115856374244196,mod
629,"[[125, 402], [151, 432]]","[0.24295774647887325, 0.5442708333333334]",96.0,"[0.47288464935523755, 0.5008461972408841]",127956.41128411095,126763.74158153124,183969.63121880445,-0.6754375889592297,mod
8148,"[[147, 1], [283, 119]]","[0.3591549295774648, 0.057291666666666664]",967.0,"[0.4387106005789631, 0.3912149246660734]",22441235.90283893,41406684.07047197,27689825.61992596,0.6370970376226329,mod
1479,"[[151, 128], [193, 176]]","[0.3045774647887324, 0.20052083333333334]",141.0,"[0.5168640030190104, 0.5394433635523175]",791484.856912962,880946.6713418689,1226159.1456095383,-0.678039530651331,mod
1666,"[[151, 611], [215, 670]]","[0.32922535211267606, 0.8307291666666666]",408.0,"[0.5532274448240835, 0.4516006402561024]",1416112.6016817072,2535074.4533884525,1557596.1727566116,0.6192345035683058,mod
625,"[[180, 275], [206, 305]]","[0.3397887323943662, 0.3763020833333333]",84.0,"[0.4971259259259259, 0.46472258064516125]",115006.65858137104,134380.18488705106,159056.054119534,-0.7319624476864767,mod
732,"[[208, 127], [229, 169]]","[0.3855633802816901, 0.19140625]",108.0,"[0.5098112270243418, 0.47633117295717375]",166510.82397117087,106083.86777177086,400072.3099975586,-0.4237854229123283,mod
898,"[[227, 341], [263, 375]]","[0.43133802816901406, 0.46484375]",124.0,"[0.48558357912478184, 0.4653197581928094]",242781.9455738336,353332.6596471438,288886.3598937988,0.7194214444398369,mod
3300,"[[230, 165], [284, 255]]","[0.4524647887323944, 0.2760416666666667]",300.0,"[0.4894475122942938, 0.5178052530727054]",4127846.5653700847,2874982.021018257,9160365.757079994,-0.4600387345047649,mod
571,"[[242, 105], [273, 132]]","[0.45598591549295775, 0.15364583333333334]",88.0,"[0.5330560420315237, 0.4587815861896422]",123177.83734503375,194170.1184877755,114354.49524603933,0.6287412202118883,mod
1343,"[[246, 457], [288, 502]]","[0.47183098591549294, 0.62109375]",139.0,"[0.5098443263086807, 0.440205251060248]",583659.2609209922,765421.7452390399,668513.7831878662,0.7439843380125873,mod
785,"[[250, 260], [279, 304]]","[0.4630281690140845, 0.3736979166666667]",122.0,"[0.44687898089171973, 0.589865534324133]",280190.9158070164,173576.48324055283,616445.1383751762,-0.45099964171756796,mod
4887,"[[256, 350], [349, 434]]","[0.5299295774647887, 0.51171875]",555.0,"[0.4874353076480736, 0.4848603225073813]",9657837.84850901,13551261.583800334,10673414.883239746,0.7114470443372731,mod
720,"[[275, 527], [303, 560]]","[0.5105633802816901, 0.7083333333333334]",108.0,"[0.5000957854406131, 0.49383169934640525]",162677.76995305167,176057.08034120323,240672.16666666744,-0.6873744158192969,mod
1206,"[[276, 64], [317, 114]]","[0.522887323943662, 0.1171875]",195.0,"[0.519217291874147, 0.4826931547212224]",735166.0454032788,723002.2801372495,1025964.0573120117,-0.6837951914720286,mod
647,"[[286, 269], [313, 314]]","[0.528169014084507, 0.3815104166666667]",132.0,"[0.49631300902487346, 0.5149393716084947]",228294.39008399344,144614.9339912721,434017.54280768434,-0.5029339674842154,mod
3930,"[[292, 122], [403, 197]]","[0.6179577464788732, 0.20572916666666666]",427.0,"[0.5289303889494729, 0.4783246283648051]",7794676.846876834,16566746.326503972,6252458.928995716,0.49314653524787455,mod
557,"[[310, 46], [334, 77]]","[0.5669014084507042, 0.08203125]",86.0,"[0.49206463195691197, 0.522778276481149]",106511.43707361359,96382.19020283662,188103.01374816895,-0.5821095194533851,mod
11031,"[[313, 199], [459, 377]]","[0.6672535211267606, 0.3723958333333333]",1546.0,"[0.44780126656515495, 0.48882215155723985]",61321225.019324906,63434762.082558066,109364438.96713597,-0.6062317586722251,mod
7777,"[[235, 602], [351, 761]]","[0.5299295774647887, 0.8958333333333334]",964.0,"[0.5642173326490529, 0.5346703192297948]",45596860.05611798,40243953.63114361,70706348.65538383,-0.6242047328770735,mod
648,"[[364, 692], [389, 726]]","[0.6619718309859155, 0.921875]",101.0,"[0.4676519468186135, 0.4713403880070547]",126467.51342429582,109747.60583217602,212897.017578125,-0.5917877241751989,mod
760,"[[368, 596], [402, 631]]","[0.6778169014084507, 0.7981770833333334]",151.0,"[0.49368421052631584, 0.4664473684210526]",213461.21286311618,272316.9880728031,246747.51398383328,0.755487616877156,mod
510,"[[387, 475], [417, 497]]","[0.7077464788732394, 0.6328125]",81.0,"[0.4969006957621758, 0.4566069906223359]",75981.34897667251,140203.34891390603,64887.54284667969,0.5553292847147724,mod
2009,"[[389, 631], [444, 706]]","[0.7288732394366197, 0.8723958333333334]",282.0,"[0.43951469752911104, 0.508155017264832]",1594701.8109595052,1489170.8240924447,3572554.73499896,-0.49608022340640195,mod
1313,"[[399, 700], [465, 760]]","[0.7588028169014085, 0.9544270833333334]",486.0,"[0.45439469320066334, 0.5157412303895647]",1201561.1921787884,1567140.5042247311,1623751.8660125635,-0.7736216318638203,mod
315,"[[446, 236], [478, 251]]","[0.8151408450704225, 0.31640625]",80.0,"[0.5040885040885041, 0.4126984126984127]",30204.781724526827,94704.62714181207,17159.285568237305,0.33090911976398085,mod
625,"[[450, 106], [478, 134]]","[0.8169014084507042, 0.15625]",86.0,"[0.4844689655172414, 0.4848]",107592.6316021127,140057.65740924387,154472.3212890625,-0.7519545143951426,mod
673,"[[460, 327], [488, 360]]","[0.8362676056338029, 0.4479166666666667]",95.0,"[0.5047906952912845, 0.4881129271916791]",140014.9432401702,161928.84127963206,222632.46104600784,-0.6786618649483629,mod
3704,"[[469, 617], [561, 716]]","[0.920774647887324, 0.8450520833333334]",511.0,"[0.5673026407841832, 0.37921433832555856]",8229085.33207479,14196466.350032965,8458115.233386375,0.6176566569311709,mod
2227,"[[482, 702], [539, 761]]","[0.8926056338028169, 0.9544270833333334]",311.0,"[0.42619574810708705, 0.5225490196078432]",1546620.6273038627,1727710.4704268742,2583179.7189856684,-0.6504898203035026,mod
3230,"[[486, 133], [561, 244]]","[0.9471830985915493, 0.2630208333333333]",394.0,"[0.6859075334123647, 0.6162504958786971]",10970236.880877731,9327788.513005959,18287799.847663246,-0.5915441441032624,mod
836,"[[494, 1], [527, 31]]","[0.8996478873239436, 0.01953125]",101.0,"[0.4953912186884323, 0.45701497144621084]",195338.2404544454,271293.7464416777,221425.6626586914,0.7219187067933422,mod
446,"[[507, 257], [532, 279]]","[0.9154929577464789, 0.3489583333333333]",72.0,"[0.48689203173508105, 0.4742639890816923]",56541.391138497725,80374.05832176156,63361.945692274414,0.710738308902861,mod
762,"[[508, 393], [543, 423]]","[0.9225352112676056, 0.5299479166666666]",96.0,"[0.4524642752989209, 0.44238421810176953]",160833.3319578932,235913.5021821066,174194.09227498405,0.6906132382424216,mod
437,"[[546, 299], [561, 337]]","[0.977112676056338, 0.41015625]",95.0,"[0.5627860411899314, 0.41160593792172745]",61907.72573035872,35416.34863184387,150472.02351379395,-0.41102664843503467,mod
595,"[[548, 36], [561, 107]]","[0.9788732394366197, 0.09895833333333333]",159.0,"[0.5907563025210084, 0.5598972922502334]",160663.40878080987,38747.05430470147,1173876.5975206173,-0.1379289426045792,mod
221,"[[553, 254], [561, 287]]","[0.9823943661971831, 0.35546875]",75.0,"[0.5455002513826044, 0.5545648123502795]",14866.854602222711,4530.491036004762,92212.44856262207,-0.16346964604723133,mod
720,"[[2, 0], [36, 42]]","[0.02992957746478873, 0.024739583333333332]",146.0,"[0.44206349206349205, 0.45041989664082693]",207125.56620451872,192771.8139754019,369915.45369466045,-0.5833527026892796,let
1996,"[[49, 72], [98, 153]]","[0.13380281690140844, 0.1484375]",240.0,"[0.5479458917835671, 0.514577936360526]",2405407.1977332756,1740140.7206903477,4344026.572998047,-0.5373452712726621,let
5748,"[[36, 360], [171, 512]]","[0.16549295774647887, 0.5690104166666666]",1104.0,"[0.4332028265851795, 0.500435580930937]",21157976.970565557,28185860.936074227,43513069.99999445,-0.6116433900379642,let
2349,"[[57, 561], [127, 652]]","[0.1619718309859155, 0.7747395833333334]",350.0,"[0.4858075097914466, 0.38066001189210613]",3273221.792592797,3514113.4737650915,3941202.597312104,-0.752824390374351,let
858,"[[68, 0], [146, 28]]","[0.18309859154929578, 0.01171875]",227.0,"[0.45820424301436957, 0.29591672695120974]",225561.7251320427,1425777.4124181708,105840.54751586914,0.16466504658752354,let
567,"[[103, 154], [142, 176]]","[0.2130281690140845, 0.21484375]",92.0,"[0.4548059964726631, 0.47488689517675026]",123799.55359402501,237951.9599006893,81206.11680603027,0.5032099357100406,let
367,"[[113, 317], [143, 345]]","[0.22711267605633803, 0.43359375]",92.0,"[0.5298409070932584, 0.5501268439349808]",76756.69234842648,120994.85949898341,104920.61448669434,0.7332337135759424,let
726,"[[137, 290], [172, 350]]","[0.2746478873239437, 0.4127604166666667]",216.0,"[0.47854291417165673, 0.45322469814469424]",474035.8536806781,322402.36555246933,864880.1114824095,-0.5255379637369608,let
665,"[[146, 57], [185, 80]]","[0.2904929577464789, 0.08854166666666667]",94.0,"[0.48684210526315785, 0.437719298245614]",129437.10589972127,304878.3491897693,93306.10918511263,0.4428041773410879,let
2349,"[[148, 99], [209, 163]]","[0.31690140845070425, 0.17708333333333334]",267.0,"[0.5161358840134842, 0.5710280373831775]",2863651.964495307,2855793.6715929452,3648630.2137587112,-0.7166197659216446,let
3339,"[[176, 410], [246, 480]]","[0.375, 0.5768229166666666]",265.0,"[0.5240393617242599, 0.47058064784571535]",3860422.8673502654,5667292.265625,4541419.390219844,0.7129972277758293,let
2835,"[[181, 264], [243, 354]]","[0.36971830985915494, 0.3997395833333333]",313.0,"[0.46308893927941547, 0.4739616644378549]",3341962.220331757,2858758.7179503106,6258097.694463016,-0.5501524457616259,let
1639,"[[198, 200], [251, 253]]","[0.3908450704225352, 0.2877604166666667]",216.0,"[0.4399475741757621, 0.38682123245881633]",687798.5509692266,1257252.9227211908,951252.1878780901,0.6759554573782552,let
526,"[[244, 144], [265, 179]]","[0.448943661971831, 0.20963541666666666]",87.0,"[0.491099204977532, 0.46308618504435994]",78205.35917785358,71366.32185454278,184815.530188667,-0.47163630470004236,let
788,"[[264, 190], [301, 223]]","[0.49471830985915494, 0.2708333333333333]",103.0,"[0.45832220144269303, 0.5362794864138548]",269802.5517899061,294861.83184140106,306199.1336805558,-0.7748945247399903,let
5165,"[[284, 325], [372, 412]]","[0.5827464788732394, 0.48046875]",316.0,"[0.5305756607180494, 0.49618501784427144]",11029186.334087528,13349057.801859155,12073185.570236206,0.7565099886228186,let
21283,"[[133, 469], [311, 761]]","[0.41725352112676056, 0.8307291666666666]",1547.0,"[0.5781367469846733, 0.5697651167212696]",364870319.8543089,250461594.37322837,721204150.8832052,-0.49894308385221675,let
667,"[[309, 455], [343, 495]]","[0.5704225352112676, 0.6171875]",107.0,"[0.4225744270721782, 0.45167660072402827]",128816.40861575717,183875.59308668895,278881.0739135742,-0.6087523942681261,let
630,"[[326, 704], [365, 725]]","[0.6073943661971831, 0.9296875]",99.0,"[0.466468253968254, 0.454040404040404]",93006.9434694102,272539.58303784,68934.47399902344,0.37013949962540615,let
234,"[[112, 563], [131, 611]]","[0.2112676056338028, 0.7591145833333334]",111.0,"[0.41773504273504275, 0.40947148090005236]",51200.557640111496,20857.388018250334,133907.75772094724,-0.36800536758453606,mod
339,"[[125, 708], [144, 746]]","[0.23591549295774647, 0.9505208333333334]",122.0,"[0.47020648967551626, 0.56047197640118]",58404.6240188527,37978.670241519525,174159.5643107098,-0.3544882658045134,mod
4607,"[[132, 538], [275, 761]]","[0.352112676056338, 0.8333333333333334]",1464.0,"[0.42514371281556523, 0.48487246743849494]",44649698.87323943,28266201.802420188,83862055.55555566,-0.506970231591349,mod
616,"[[152, 628], [181, 702]]","[0.29225352112676056, 0.8645833333333334]",195.0,"[0.4726190476190476, 0.480930735930736]",263556.79753521114,145059.5293592541,939017.1085069495,-0.2930446408500348,mod
28879,"[[200, 269], [399, 526]]","[0.5176056338028169, 0.4830729166666667]",1401.0,"[0.4690148550850099, 0.3940809166071427]",270072787.9714227,315015082.06396216,390794468.1638676,-0.7157058403100983,mod
654,"[[306, 657], [361, 709]]","[0.5827464788732394, 0.88671875]",214.0,"[0.45399191786806464, 0.459148346892851]",254351.06001045366,592428.4427134987,488000.9628601074,0.6841634729502313,mod
251,"[[315, 752], [348, 761]]","[0.579225352112676, 0.9856770833333334]",77.0,"[0.4257089289899227, 0.5426294820717131]",17145.43344474399,67966.5595956903,6620.877012464732,0.2548548595345997,mod
281,"[[331, 714], [358, 748]]","[0.6126760563380281, 0.9479166666666666]",111.0,"[0.5875126646403243, 0.3877406281661601]",60986.679284037564,79558.44643919851,61923.0358072917,0.7136036229709904,mod
229,"[[382, 645], [409, 674]]","[0.7007042253521126, 0.8645833333333334]",113.0,"[0.5568727490996398, 0.6292717086834734]",55250.45165786384,68919.2280053561,93251.7601996526,-0.6770266247124808,mod
298,"[[549, 211], [560, 251]]","[0.9788732394366197, 0.3046875]",96.0,"[0.5824944071588367, 0.5509903421181862]",35835.43992077464,12988.555544534809,187197.35217285156,-0.19515097433270623,mod
1108,"[[180, 388], [209, 435]]","[0.34330985915492956, 0.5364583333333334]",124.0,"[0.4934717208182912, 0.49902226233453667]",377780.09224618546,293088.9674791699,765107.6602647596,-0.50619674865691,inter
2408,"[[182, 7], [250, 100]]","[0.3908450704225352, 0.06770833333333333]",448.0,"[0.5813231258125091, 0.47355446384392447]",4576520.228433097,4490001.9584407965,5987337.726779471,-0.7043218625153918,mod
797,"[[242, 139], [285, 169]]","[0.46830985915492956, 0.203125]",125.0,"[0.5416619139956655, 0.5561581737968996]",312228.40982614446,527036.7018076775,270605.6027832031,0.5905728164522986,mod
915,"[[258, 188], [291, 229]]","[0.4823943661971831, 0.26953125]",166.0,"[0.4845065895210543, 0.4493624772313297]",251161.85578510107,290861.6638935729,432050.4017791748,-0.648397279643735,mod
288,"[[258, 317], [273, 347]]","[0.46830985915492956, 0.4322916666666667]",79.0,"[0.5054253472222222, 0.48286290322580644]",28982.61348298121,20372.775143820694,78321.60156250001,-0.39276982612830263,mod
819,"[[265, 52], [297, 98]]","[0.4964788732394366, 0.09635416666666667]",128.0,"[0.5079365079365079, 0.4749175174707089]",332618.29888314265,266856.5524077557,509451.7026570622,-0.610554150808295,mod
1478,"[[285, 203], [332, 268]]","[0.5492957746478874, 0.3111979166666667]",286.0,"[0.5471102150537634, 0.5233235581622678]",1302945.5467466263,1271794.5060503914,2371025.5250888364,-0.5858088375099981,mod
4737,"[[292, 107], [363, 195]]","[0.5827464788732394, 0.19791666666666666]",368.0,"[0.5362776487697324, 0.5006653336274559]",7919651.016596977,8369723.16477694,11642855.240560047,-0.6835092019395043,mod
231,"[[301, 398], [321, 417]]","[0.5475352112676056, 0.5286458333333334]",67.0,"[0.48381776953205524, 0.4205627705627705]",21208.27077373093,27820.12231886037,19539.239034016926,0.6889968563189587,mod
421,"[[302, 424], [341, 448]]","[0.5598591549295775, 0.5703125]",129.0,"[0.403562945368171, 0.5493586698337292]",81680.47367407572,147698.35356328104,86455.83917236328,0.6060607034361671,mod
6098,"[[335, 328], [422, 440]]","[0.670774647887324, 0.4973958333333333]",362.0,"[0.524086532755756, 0.4764767554703205]",16302212.641615316,15654868.220393073,21533204.536349818,-0.6962099971796947,mod
252,"[[373, 569], [392, 588]]","[0.6742957746478874, 0.7526041666666666]",57.0,"[0.4976190476190476, 0.46805555555555556]",22879.68942561619,27088.31044187659,25034.94962565103,0.7629767022252791,mod
702,"[[383, 530], [406, 570]]","[0.6954225352112676, 0.71484375]",106.0,"[0.48909435751541014, 0.4701800645317975]",157147.217450209,110072.72606811635,319558.1091156006,-0.49144558955304013,mod
928,"[[424, 617], [489, 667]]","[0.8098591549295775, 0.8372395833333334]",215.0,"[0.5413727795193313, 0.505789384719405]",1029618.6282643776,1434574.029359255,814586.8179796021,0.6391762687604818,mod
2604,"[[474, 0], [561, 89]]","[0.9066901408450704, 0.06640625]",632.0,"[0.5098728568676555, 0.45644384511654784]",8644771.5584631,13927485.798747133,12348373.156845093,0.7398578155954191,mod
3123,"[[499, 1], [561, 69]]","[0.9401408450704225, 0.03515625]",299.0,"[0.5484256437832348, 0.39181350353681377]",3104013.1194432224,4640758.493404084,3319219.846496582,0.6805256916221079,mod
1931,"[[500, 93], [561, 157]]","[0.9507042253521126, 0.171875]",342.0,"[0.3662507608034084, 0.4071270338400428]",1036575.0497359115,1360488.2181114818,2197775.6518554688,-0.5934782083757966,mod
574,"[[538, 421], [561, 472]]","[0.9683098591549296, 0.5794270833333334]",278.0,"[0.4730464886251236, 0.5107566765578635]",195117.66695092432,106782.9444802621,641502.6374545633,-0.3152217464016596,mod
331,"[[545, 525], [561, 552]]","[0.9753521126760564, 0.69921875]",75.0,"[0.5048871512351164, 0.4302977988778593]",31580.552170444556,26269.93348293986,55706.85942077637,-0.5673333280443582,mod
63202,"[[261, 1], [561, 593]]","[0.8186619718309859, 0.31640625]",6137.0,"[0.6059804170247325, 0.40936214796681125]",3920834350.2029166,3232128374.9314647,7202750715.927261,-0.5510411510625562,mod
223,"[[417, 240], [440, 256]]","[0.7517605633802817, 0.3216145833333333]",65.0,"[0.40975336322869954, 0.41809548931680296]",10202.075032552082,26001.80526867189,14316.547985500785,0.5253498185391807,inter
1434,"[[432, 79], [493, 130]]","[0.8274647887323944, 0.13671875]",204.0,"[0.6130157016241508, 0.5064504881450488]",1241094.5752915936,2274722.8850674527,1214767.4371643066,0.5836061027075928,inter
465,"[[475, 447], [500, 499]]","[0.852112676056338, 0.6106770833333334]",151.0,"[0.36501240694789083, 0.40860215053763443]",107422.2774262764,48033.88816703039,284230.3743642172,-0.3690471288726705,inter
758,"[[104, 548], [123, 603]]","[0.198943661971831, 0.7486979166666666]",141.0,"[0.46385224274406334, 0.48487561251413497]",177721.40091787712,79684.05690215222,696341.4947747136,-0.26144377554464215,mod
680,"[[113, 623], [150, 648]]","[0.2323943661971831, 0.8255208333333334]",102.0,"[0.5078560371517028, 0.42777149321266966]",138973.54705839205,309618.3023209676,98763.5814344615,0.46090231963495926,mod
629,"[[125, 402], [151, 432]]","[0.24295774647887325, 0.5442708333333334]",96.0,"[0.47288464935523755, 0.5008461972408841]",127956.41128411095,126763.74158153124,183969.63121880445,-0.6754375889592297,mod
8084,"[[147, 1], [283, 119]]","[0.3591549295774648, 0.057291666666666664]",982.0,"[0.43927496931269827, 0.38996133687786205]",22239035.62327614,41214924.63186849,27333751.076523196,0.6341423865713578,mod
1462,"[[151, 129], [193, 176]]","[0.3045774647887324, 0.20052083333333334]",138.0,"[0.5146024878312602, 0.5292977656178751]",744854.0155424733,862817.8548589043,1132424.493313264,-0.6958773875895183,mod
1637,"[[151, 611], [215, 670]]","[0.32922535211267606, 0.8307291666666666]",414.0,"[0.5558949297495418, 0.4482284667073915]",1389628.9384215472,2509256.074182316,1512055.0084974433,0.6131512053300141,mod
625,"[[180, 275], [206, 305]]","[0.3397887323943662, 0.3763020833333333]",84.0,"[0.4971259259259259, 0.46472258064516125]",115006.65858137104,134380.18488705106,159056.054119534,-0.7319624476864767,mod
732,"[[208, 127], [229, 169]]","[0.3855633802816901, 0.19140625]",108.0,"[0.5098112270243418, 0.47633117295717375]",166510.82397117087,106083.86777177086,400072.3099975586,-0.4237854229123283,mod
895,"[[227, 341], [263, 375]]","[0.43133802816901406, 0.46484375]",125.0,"[0.4849765967084403, 0.4652833200319234]",241666.30939838244,351417.93951782916,287834.1960296631,0.7199973327086184,mod
3284,"[[230, 165], [284, 255]]","[0.4524647887323944, 0.2760416666666667]",292.0,"[0.4913354002878973, 0.5171561082036112]",4107584.8704151995,2867659.339528348,9080969.31043828,-0.46163084124670456,mod
571,"[[242, 105], [273, 132]]","[0.45598591549295775, 0.15364583333333334]",88.0,"[0.5330560420315237, 0.4587815861896422]",123177.83734503375,194170.1184877755,114354.49524603933,0.6287412202118883,mod
1326,"[[246, 457], [288, 501]]","[0.47183098591549294, 0.62109375]",141.0,"[0.5082780876214529, 0.44550025138260435]",566429.9849251729,751111.9324538783,646009.4440612793,0.7391424544369938,mod
772,"[[250, 260], [279, 304]]","[0.4647887323943662, 0.3736979166666667]",123.0,"[0.45082037996545765, 0.5962579159470351]",279649.6753777876,172920.05574290757,614950.2526109483,-0.4509902736986532,mod
4851,"[[256, 350], [349, 434]]","[0.5299295774647887, 0.51171875]",560.0,"[0.486596572563954, 0.4843533989471275]",9548618.19638533,13401360.315574791,10553580.237121582,0.7113835580901129,mod
7665,"[[235, 602], [351, 761]]","[0.5316901408450704, 0.8958333333333334]",977.0,"[0.5667531490137051, 0.5365916259011329]",45109542.62353286,39858038.977187134,69894498.41319656,-0.624705309257263,mod
717,"[[275, 527], [303, 560]]","[0.5105633802816901, 0.7083333333333334]",110.0,"[0.5006011638532198, 0.49355976700303555]",161976.16211854463,175652.99549940595,239452.41145833413,-0.688172034937458,mod
1201,"[[276, 64], [317, 114]]","[0.522887323943662, 0.1171875]",197.0,"[0.5188623309245878, 0.482734416723888]",731932.0745351011,719213.5058675114,1021494.9592895508,-0.6835814525607617,mod
613,"[[286, 274], [313, 313]]","[0.5264084507042254, 0.3815104166666667]",104.0,"[0.4805406665113027, 0.4833197389885807]",179022.94451245238,128402.23208750776,291891.6623755562,-0.5712271457584678,mod
696,"[[292, 159], [324, 197]]","[0.5369718309859155, 0.23177083333333334]",121.0,"[0.38466562173458724, 0.4892793987621574]",159111.40206866208,135413.39151458043,309558.090657552,-0.5350367472476293,mod
555,"[[310, 46], [334, 77]]","[0.5669014084507042, 0.08203125]",86.0,"[0.49261261261261263, 0.521509009009009]",106038.4850764745,96143.82209631013,186536.187789917,-0.5839445566643156,mod
10885,"[[313, 199], [458, 377]]","[0.6672535211267606, 0.37109375]",1487.0,"[0.44792085942785553, 0.4892656303089964]",59996411.211604476,61605406.43499921,107884811.26557922,-0.6013456218751878,mod
3174,"[[327, 122], [403, 187]]","[0.6355633802816901, 0.20052083333333334]",313.0,"[0.44282277269044756, 0.4831299765137194]",3603837.0405204673,4695763.41447009,3891906.997111047,0.7298637322655317,mod
645,"[[364, 692], [389, 726]]","[0.6619718309859155, 0.921875]",100.0,"[0.46714370900417407, 0.47016611295681066]",125588.47689260567,109056.8686768497,210708.59301757812,-0.5931216985315865,mod
756,"[[368, 596], [402, 631]]","[0.6778169014084507, 0.7981770833333334]",150.0,"[0.4950869236583523, 0.46707818930041145]",213140.48130318368,271980.53061148594,245956.7833455412,0.7549118265187429,mod
510,"[[387, 475], [417, 497]]","[0.7077464788732394, 0.6328125]",81.0,"[0.4969006957621758, 0.4566069906223359]",75981.34897667251,140203.34891390603,64887.54284667969,0.5553292847147724,mod
2002,"[[389, 631], [444, 706]]","[0.7288732394366197, 0.8723958333333334]",281.0,"[0.43954399714998216, 0.5083344270901694]",1590315.910990682,1483492.4644539803,3561878.3918525293,-0.4959995830678983,mod
1222,"[[399, 705], [465, 760]]","[0.7588028169014085, 0.9544270833333334]",458.0,"[0.4677537493545947, 0.5017383059418458]",947044.3124839532,1431542.3692068753,1136360.5555335155,0.7080981043776972,mod
622,"[[450, 106], [478, 134]]","[0.8169014084507042, 0.15625]",86.0,"[0.48569686217984254, 0.485585985142477]",107547.2469190141,139914.3314818485,153846.998046875,-0.7530560303732707,mod
305,"[[452, 236], [478, 251]]","[0.8151408450704225, 0.31640625]",67.0,"[0.40910746812386156, 0.4163934426229508]",18500.325422260143,45301.2396380926,16948.659439086914,0.4584809588078731,mod
671,"[[460, 327], [488, 360]]","[0.8362676056338029, 0.4479166666666667]",95.0,"[0.5050105349709646, 0.4866748487770667]",139255.58566241196,161632.25597289726,220513.18478732725,-0.6812255196303775,mod
3691,"[[469, 618], [561, 716]]","[0.920774647887324, 0.8450520833333334]",510.0,"[0.5674380551659653, 0.3717136782848245]",7955455.537595348,14123238.238891209,8053733.362331629,0.6031835473435008,mod
2192,"[[482, 703], [539, 761]]","[0.8926056338028169, 0.9544270833333334]",306.0,"[0.42280707274100177, 0.5167403810466411]",1465379.2086267609,1676658.2181610786,2425018.945773652,-0.6603957220991024,mod
3205,"[[486, 133], [561, 244]]","[0.9471830985915493, 0.2630208333333333]",399.0,"[0.6873404359780048, 0.6161658226723524]",10916152.565030815,9284904.415096309,18147199.84733094,-0.5925959910952856,mod
830,"[[494, 1], [527, 31]]","[0.8996478873239436, 0.01953125]",102.0,"[0.4987951807228916, 0.4575981344733774]",195341.20803532127,271292.8867226239,220598.39474487305,0.720879247560723,mod
444,"[[507, 257], [532, 279]]","[0.9154929577464789, 0.3489583333333333]",72.0,"[0.48761261261261263, 0.4724833529181355]",56243.30421068082,80258.50882761358,62589.61881510427,0.707496931074847,mod
762,"[[508, 393], [543, 423]]","[0.9225352112676056, 0.5299479166666666]",96.0,"[0.4524642752989209, 0.44238421810176953]",160833.3319578932,235913.5021821066,174194.09227498405,0.6906132382424216,mod
434,"[[546, 299], [561, 337]]","[0.977112676056338, 0.41015625]",95.0,"[0.563508064516129, 0.4116152664539761]",61735.4482696963,35206.47734204522,149556.8938293457,-0.4118647582601628,mod
592,"[[548, 36], [561, 107]]","[0.9788732394366197, 0.09895833333333333]",160.0,"[0.5920608108108107, 0.5579954954954955]",159901.2359888498,38701.588176949044,1160234.5473090291,-0.13888784845772903,mod
